job_role,city,education,college_tier,industry,company_size,gender,years_experience,age,performance_rating,num_skills,base_salary,bonus,total_ctc
Chartered Accountant,Bangalore,MTech,Tier 3,FinTech,MNC,Female,2.4,25.0,3.49,3,2955214.0,321214.0,3276428.0
Business Analyst,Bangalore,MBA,Tier 2,IT Services,Startup,Female,2.0,22.0,,8,1861246.0,459964.0,2321210.0
Product Manager,Ahmedabad,,Tier 2,IT Services,Mid-size,Female,4.7,27.0,2.82,4,2264296.0,416418.0,2680714.0
Software Engineer,Hyderabad,BTech,Tier 3,FinTech,Mid-size,Male,5.0,27.0,4.11,7,2420913.0,296968.0,2717881.0
Financial Analyst,Pune,BTech,Tier 1,EdTech,Mid-size,Female,1.2,23.0,4.01,8,1626740.0,360890.0,1987630.0
Data Analyst,Pune,BTech,Tier 3,FinTech,Mid-size,Male,2.8,23.0,,5,1545519.0,266848.0,1812367.0
Frontend Developer,Remote,,Tier 2,FinTech,Mid-size,Female,9.1,31.0,2.82,10,2322822.0,241933.0,2564755.0
DevOps Engineer,Remote,BTech,Tier 1,Consulting,Mid-size,Female,0.0,24.0,3.17,8,1905694.0,378623.0,2284317.0
Data Scientist,Chennai,BTech,Tier 3,Manufacturing,Mid-size,Male,8.6,29.0,4.65,4,1634962.0,295887.0,1930849.0
Marketing Manager,Ahmedabad,MTech,Tier 3,Product Based,Startup,Male,3.2,28.0,2.03,7,1922083.0,152742.0,2074824.0
Financial Analyst,Jaipur,MTech,Tier 2,E-Commerce,MNC,Male,9.4,35.0,4.73,4,2271900.0,544337.0,2816236.0
DevOps Engineer,Delhi NCR,BTech,Tier 3,IT Services,Startup,Male,0.0,25.0,2.5,7,1641778.0,103697.0,1745475.0
Software Engineer,Mumbai,MBA,Tier 3,Consulting,Startup,Male,5.2,29.0,3.18,6,2504078.0,368402.0,2872481.0
Software Engineer,Delhi NCR,PhD,Tier 2,FinTech,Startup,Male,2.2,28.0,3.85,6,2825424.0,401479.0,3226904.0
Data Scientist,Hyderabad,BTech,Tier 1,IT Services,Startup,Male,0.1,23.0,2.52,1,1743564.0,301516.0,2045080.0
Data Scientist,Kolkata,BTech,Tier 3,E-Commerce,Mid-size,Male,6.2,32.0,3.96,5,1864081.0,291386.0,2155467.0
Chartered Accountant,Chennai,BTech,Tier 2,Manufacturing,Startup,Male,8.0,32.0,3.2,7,2051405.0,179903.0,2231308.0
Financial Analyst,Mumbai,MBA,Tier 2,FinTech,MNC,Male,9.2,32.0,3.92,5,3873764.0,611156.0,4484921.0
Marketing Manager,Remote,MTech,Tier 3,Product Based,MNC,Male,2.6,25.0,3.68,1,2328107.0,230868.0,2558975.0
Business Analyst,Bangalore,BTech,Tier 3,EdTech,Mid-size,Male,1.9,25.0,2.47,6,1329052.0,168417.0,1497469.0
Business Analyst,Kolkata,BTech,Tier 2,FinTech,MNC,Female,9.2,33.0,3.89,6,2476960.0,135902.0,2612863.0
Data Analyst,Remote,PhD,Tier 2,EdTech,MNC,Male,10.7,33.0,3.48,8,2341893.0,182552.0,2524445.0
Data Scientist,Ahmedabad,MBA,Tier 2,EdTech,Startup,Female,8.4,33.0,4.48,10,2328809.0,176365.0,2505174.0
Frontend Developer,Bangalore,BTech,Tier 2,EdTech,Mid-size,Male,2.0,21.0,2.99,2,1563820.0,187519.0,1751339.0
Product Manager,Jaipur,MBA,Tier 3,Manufacturing,Startup,Male,6.8,32.0,1.87,5,2178200.0,526646.0,2704846.0
Chartered Accountant,Bangalore,BTech,Tier 3,Consulting,Startup,Male,1.0,23.0,3.25,3,1378671.0,308229.0,1686900.0
Financial Analyst,Remote,MTech,Tier 3,FinTech,Mid-size,Female,5.5,28.0,2.46,4,1808301.0,134169.0,1942470.0
Product Manager,Mumbai,MTech,Tier 3,Manufacturing,Mid-size,Female,7.4,31.0,2.89,6,2823114.0,460677.0,3283790.0
Financial Analyst,Mumbai,BTech,Tier 1,Consulting,Mid-size,Male,0.4,22.0,2.33,3,1614010.0,159856.0,1773866.0
Chartered Accountant,Jaipur,BTech,Tier 2,Manufacturing,Mid-size,Male,5.5,27.0,4.33,2,1461566.0,359803.0,1821368.0
AI Engineer,Mumbai,BTech,Tier 3,Manufacturing,Startup,Female,13.5,35.0,,3,2074533.0,406303.0,2480837.0
Business Analyst,Jaipur,BTech,Tier 3,Consulting,Startup,Female,4.2,30.0,4.81,8,1316805.0,210785.0,1527590.0
DevOps Engineer,Remote,MBA,Tier 1,FinTech,Mid-size,Male,6.7,28.0,4.22,7,3442791.0,573534.0,4016325.0
Chartered Accountant,Kolkata,BTech,Tier 3,FinTech,MNC,Female,1.3,25.0,3.4,3,1875867.0,334351.0,2210218.0
Data Scientist,Jaipur,BTech,Tier 3,Consulting,Mid-size,Male,2.0,27.0,3.71,8,1599898.0,155157.0,1755054.0
Financial Analyst,Bangalore,MBA,Tier 3,Manufacturing,Mid-size,Male,5.2,31.0,2.81,9,2293977.0,235850.0,2529827.0
Business Analyst,Bangalore,MTech,Tier 3,FinTech,Startup,Female,11.4,32.0,,7,2850188.0,386508.0,3236696.0
Product Manager,Pune,BTech,Tier 2,EdTech,Startup,Female,4.0,28.0,,6,2576174.0,579806.0,3155980.0
AI Engineer,Pune,BTech,Tier 1,EdTech,MNC,Male,0.0,23.0,2.69,2,2432081.0,131459.0,2563540.0
DevOps Engineer,Mumbai,BTech,Tier 2,Consulting,Startup,Male,13.2,33.0,3.35,9,2824546.0,596286.0,3420831.0
Frontend Developer,Pune,MTech,Tier 3,IT Services,MNC,Male,10.1,34.0,1.39,6,2204505.0,392565.0,2597070.0
Software Engineer,Chennai,BTech,Tier 2,FinTech,Mid-size,Male,4.9,29.0,3.93,3,2340622.0,337322.0,2677943.0
AI Engineer,Mumbai,MBA,Tier 3,IT Services,Startup,Male,4.0,25.0,2.45,3,2388095.0,478912.0,2867007.0
Marketing Manager,Kolkata,MTech,Tier 2,IT Services,Mid-size,Male,7.7,33.0,4.45,4,1963580.0,102118.0,2065697.0
Data Analyst,Chennai,BTech,Tier 3,Consulting,Startup,Male,0.0,24.0,3.39,1,876547.0,158182.0,1034729.0
Software Engineer,Remote,MTech,Tier 3,Manufacturing,Mid-size,Male,5.0,28.0,3.71,1,1393883.0,187201.0,1581084.0
Marketing Manager,Remote,BTech,Tier 2,Consulting,Mid-size,Female,0.6,25.0,2.46,5,1436352.0,204574.0,1640926.0
Software Engineer,Mumbai,BTech,Tier 2,E-Commerce,MNC,Male,3.8,29.0,2.9,5,3218679.0,468732.0,3687411.0
Product Manager,Pune,MTech,Tier 1,IT Services,Startup,Female,4.5,28.0,4.07,3,3192569.0,608075.0,3800644.0
Backend Developer,Hyderabad,BTech,Tier 2,E-Commerce,Mid-size,Male,5.9,29.0,4.07,8,2037667.0,405427.0,2443094.0
Backend Developer,Ahmedabad,,Tier 2,IT Services,Startup,Female,12.3,32.0,2.63,6,1957229.0,402915.0,2360145.0
Marketing Manager,Delhi NCR,MTech,Tier 2,Product Based,MNC,Male,6.6,30.0,3.82,6,3980676.0,912189.0,4892865.0
Data Analyst,Remote,BTech,Tier 2,IT Services,Mid-size,Male,7.3,27.0,3.73,7,1671885.0,201331.0,1873216.0
HR Manager,Chennai,BTech,Tier 2,EdTech,Startup,Male,0.0,22.0,2.07,7,1044531.0,131973.0,1176504.0
Product Manager,Remote,BTech,Tier 2,Manufacturing,MNC,Male,0.0,19.0,3.62,6,2049913.0,463241.0,2513154.0
Data Analyst,Bangalore,BTech,Tier 3,Product Based,Startup,Female,0.0,26.0,4.24,6,1562412.0,150701.0,1713114.0
Chartered Accountant,Pune,BTech,Tier 2,Product Based,MNC,Female,1.5,24.0,3.62,5,2841582.0,313076.0,3154658.0
Product Manager,Pune,MTech,Tier 2,Product Based,MNC,Male,2.9,26.0,4.04,7,4568200.0,778256.0,5346455.0
Data Scientist,Remote,BTech,Tier 1,E-Commerce,Mid-size,Male,7.6,35.0,3.34,7,2765724.0,502719.0,3268443.0
Data Scientist,Pune,BTech,Tier 3,Consulting,MNC,Male,4.8,28.0,5.0,8,2727468.0,384462.0,3111930.0
Financial Analyst,Jaipur,BTech,Tier 1,E-Commerce,MNC,Male,6.0,30.0,3.98,7,2609412.0,207234.0,2816646.0
Software Engineer,Hyderabad,BTech,Tier 3,E-Commerce,Startup,Male,2.7,26.0,2.51,5,1753047.0,222533.0,1975580.0
Chartered Accountant,Ahmedabad,PhD,Tier 1,IT Services,Startup,Male,2.6,25.0,2.85,5,2116017.0,179096.0,2295114.0
Marketing Manager,Delhi NCR,BTech,Tier 2,Consulting,MNC,Female,4.6,28.0,3.38,4,2478723.0,472049.0,7797996.203646941
Marketing Manager,Bangalore,BTech,Tier 2,Consulting,MNC,Male,2.0,24.0,1.89,5,2654565.0,459394.0,3113960.0
HR Manager,Pune,MTech,Tier 3,FinTech,Mid-size,Male,2.3,28.0,4.42,4,1992982.0,342850.0,2335832.0
DevOps Engineer,Jaipur,BTech,Tier 3,Product Based,MNC,Male,1.5,22.0,3.47,3,2019275.0,308644.0,2327919.0
Financial Analyst,Mumbai,BTech,Tier 3,FinTech,Mid-size,Male,8.1,32.0,3.76,2,2271193.0,268845.0,2540038.0
Business Analyst,Chennai,BTech,Tier 1,FinTech,Startup,Male,3.9,28.0,4.41,3,2234019.0,303168.0,2537187.0
Business Analyst,Delhi NCR,BTech,Tier 2,FinTech,MNC,Female,8.3,28.0,2.48,4,2542874.0,424864.0,2967738.0
Data Scientist,Remote,BTech,Tier 3,Manufacturing,Startup,Female,7.4,35.0,3.38,6,1670000.0,253590.0,1923590.0
Software Engineer,Bangalore,MTech,Tier 2,E-Commerce,Startup,Male,3.2,28.0,3.6,7,2860495.0,148872.0,3009367.0
Financial Analyst,Remote,MTech,Tier 1,EdTech,Startup,Female,10.4,35.0,2.59,6,1873330.0,434142.0,2307472.0
Software Engineer,Bangalore,MTech,Tier 1,FinTech,Mid-size,Female,0.0,24.0,3.6,5,2757261.0,332896.0,3090157.0
Marketing Manager,Delhi NCR,PhD,Tier 1,Consulting,Mid-size,Male,1.4,23.0,3.64,4,2729451.0,634706.0,3364156.0
AI Engineer,Chennai,MTech,Tier 2,Product Based,Startup,Female,3.1,25.0,3.81,12,3224457.0,517865.0,3742322.0
Business Analyst,Delhi NCR,BTech,Tier 1,FinTech,MNC,Male,5.7,25.0,2.9,4,3285464.0,299884.0,3585348.0
Backend Developer,Delhi NCR,BTech,Tier 2,E-Commerce,Startup,Male,9.9,34.0,2.79,5,2464018.0,560208.0,3024227.0
Chartered Accountant,Remote,BTech,Tier 2,EdTech,Startup,Male,3.2,27.0,3.73,4,1660980.0,136935.0,1797915.0
Chartered Accountant,Remote,BTech,Tier 2,FinTech,Startup,Male,7.9,34.0,3.01,4,2127508.0,198595.0,2326103.0
Backend Developer,Mumbai,BTech,Tier 2,FinTech,MNC,Male,0.0,22.0,2.92,3,2084165.0,475622.0,2559787.0
Business Analyst,Chennai,BTech,Tier 1,FinTech,Mid-size,Male,5.0,28.0,3.21,6,2674188.0,288749.0,2962937.0
Chartered Accountant,Mumbai,,Tier 2,Consulting,Startup,Male,6.8,28.0,1.92,9,2982275.0,265759.0,3248033.0
Backend Developer,Pune,BTech,Tier 1,Manufacturing,Mid-size,Female,0.0,23.0,3.23,6,1367634.0,198561.0,1566195.0
AI Engineer,Remote,MBA,Tier 2,Manufacturing,MNC,Female,5.1,28.0,3.95,4,2519229.0,230091.0,2749320.0
HR Manager,Delhi NCR,BTech,Tier 2,Manufacturing,Startup,Female,0.5,22.0,2.09,2,1091279.0,216203.0,1307482.0
Software Engineer,Hyderabad,BTech,Tier 2,Consulting,MNC,Male,12.8,34.0,3.44,9,2978862.0,256457.0,3235318.0
Financial Analyst,Pune,MTech,Tier 2,IT Services,Mid-size,Male,3.5,29.0,3.36,2,1750950.0,218226.0,1969176.0
HR Manager,Jaipur,,Tier 3,E-Commerce,Mid-size,Male,4.7,28.0,3.07,5,1320659.0,124264.0,1444923.0
Software Engineer,Chennai,BTech,Tier 2,Product Based,Startup,Male,0.6,28.0,4.15,8,2059368.0,105637.0,2165004.0
Backend Developer,Kolkata,MBA,Tier 2,FinTech,Startup,Male,1.9,27.0,3.85,8,2050388.0,184940.0,2235328.0
Data Scientist,Mumbai,MTech,Tier 3,Manufacturing,Startup,Male,3.9,26.0,4.99,4,1912299.0,463588.0,2375887.0
AI Engineer,Ahmedabad,MTech,Tier 3,EdTech,Startup,Female,2.2,28.0,3.73,5,1472496.0,143105.0,1615601.0
Marketing Manager,Pune,MBA,Tier 3,EdTech,Mid-size,Female,10.4,31.0,2.22,3,1764252.0,322369.0,2086621.0
Chartered Accountant,Jaipur,MTech,Tier 2,IT Services,Mid-size,Female,3.6,29.0,4.46,8,1605375.0,158052.0,1763427.0
DevOps Engineer,Chennai,MTech,Tier 1,Consulting,Startup,Male,3.0,25.0,2.17,5,2601327.0,209868.0,2811195.0
Marketing Manager,Chennai,BTech,Tier 1,Product Based,MNC,Male,5.2,28.0,4.03,1,2994633.0,553458.0,3548091.0
Frontend Developer,Ahmedabad,PhD,Tier 2,Product Based,Startup,Female,5.9,27.0,4.79,3,2682766.0,423998.0,3106764.0
Chartered Accountant,Jaipur,MTech,Tier 2,E-Commerce,MNC,Male,11.2,34.0,2.87,7,2532630.0,323839.0,2856469.0
Data Scientist,Mumbai,MBA,Tier 2,E-Commerce,Mid-size,Female,3.4,30.0,4.06,6,2915037.0,611734.0,3526772.0
Chartered Accountant,Ahmedabad,MTech,Tier 1,EdTech,Startup,Male,3.1,27.0,4.55,4,1915600.0,427839.0,2343439.0
Product Manager,Mumbai,BTech,Tier 1,E-Commerce,Mid-size,Male,4.8,29.0,4.42,6,3798183.0,509659.0,4307842.0
Backend Developer,Pune,BTech,Tier 1,Consulting,Mid-size,Male,6.1,30.0,4.04,6,2610091.0,619180.0,3229272.0
DevOps Engineer,Jaipur,PhD,Tier 2,Consulting,Startup,Male,2.0,23.0,2.22,6,1919904.0,158177.0,2078080.0
Backend Developer,Delhi NCR,BTech,Tier 2,IT Services,Mid-size,Male,1.8,25.0,3.79,4,1881666.0,168540.0,2050206.0
Marketing Manager,Delhi NCR,MTech,Tier 2,E-Commerce,Mid-size,Female,5.5,25.0,3.39,10,2827709.0,188229.0,3015938.0
Frontend Developer,Kolkata,MBA,Tier 1,Product Based,Mid-size,Male,1.3,28.0,3.78,4,2283271.0,501681.0,2784952.0
Data Analyst,Chennai,BTech,Tier 2,Consulting,Startup,Female,0.0,20.0,3.73,3,1153407.0,65161.0,1218568.0
AI Engineer,Pune,,Tier 1,Manufacturing,Startup,Female,7.7,28.0,4.82,5,2480062.0,439157.0,2919219.0
Marketing Manager,Bangalore,MBA,Tier 2,IT Services,Mid-size,Male,1.1,26.0,2.21,4,1625470.0,113185.0,1738655.0
DevOps Engineer,Chennai,PhD,Tier 2,EdTech,Mid-size,Male,5.4,25.0,2.24,8,2401207.0,584071.0,2985278.0
Frontend Developer,Delhi NCR,BTech,Tier 3,FinTech,Startup,Male,3.6,29.0,3.69,5,1823057.0,107769.0,1930827.0
Business Analyst,Pune,BTech,Tier 2,FinTech,Startup,Male,5.4,28.0,2.77,6,1990988.0,257233.0,2248221.0
Product Manager,Mumbai,BTech,Tier 2,FinTech,MNC,Male,4.4,26.0,3.34,2,3938525.0,271734.0,4210259.0
Backend Developer,Bangalore,MTech,Tier 1,E-Commerce,MNC,Male,5.1,28.0,3.85,3,3792851.0,773854.0,4566705.0
Data Scientist,Pune,MBA,Tier 3,IT Services,Mid-size,Male,7.6,29.0,5.0,8,2545245.0,563591.0,3108836.0
Chartered Accountant,Delhi NCR,BTech,Tier 2,EdTech,Startup,Male,5.8,31.0,,5,2199072.0,340619.0,2539691.0
Chartered Accountant,Jaipur,BTech,Tier 3,E-Commerce,MNC,Male,5.6,32.0,2.28,5,1934011.0,419821.0,2353833.0
Business Analyst,Kolkata,BTech,Tier 2,Consulting,MNC,Male,2.2,26.0,2.42,7,1755911.0,389213.0,2145124.0
Data Scientist,Remote,BTech,Tier 3,FinTech,Startup,Male,8.3,33.0,4.35,7,2229461.0,548852.0,2778313.0
DevOps Engineer,Chennai,MBA,Tier 2,E-Commerce,MNC,Male,4.7,28.0,1.99,3,3013446.0,182142.0,3195588.0
Frontend Developer,Remote,BTech,Tier 1,E-Commerce,Mid-size,Male,9.7,33.0,2.06,7,2569603.0,203489.0,2773092.0
HR Manager,Pune,PhD,Tier 2,Product Based,Startup,Male,2.2,25.0,3.56,1,2218212.0,230295.0,2448507.0
Data Scientist,Ahmedabad,BTech,Tier 3,Product Based,Startup,Female,8.6,29.0,1.84,5,1893306.0,196085.0,2089392.0
Frontend Developer,Ahmedabad,BTech,Tier 2,Consulting,MNC,Male,5.9,29.0,4.66,4,2251193.0,208673.0,2459866.0
Data Scientist,Hyderabad,BTech,Tier 2,FinTech,MNC,Male,8.7,29.0,,9,3503279.0,869832.0,4373111.0
Data Scientist,Chennai,MTech,Tier 1,FinTech,MNC,Male,13.3,37.0,3.21,5,4396864.0,530709.0,4927573.0
Software Engineer,Mumbai,BTech,Tier 3,E-Commerce,Startup,Male,8.6,30.0,4.88,4,2350078.0,581506.0,2931584.0
Business Analyst,Delhi NCR,MTech,Tier 2,E-Commerce,MNC,Female,0.0,21.0,2.51,4,1640373.0,196302.0,4853772.802282603
HR Manager,Kolkata,BTech,Tier 3,Product Based,Mid-size,Male,2.5,24.0,3.93,2,1315659.0,237488.0,1553147.0
HR Manager,Ahmedabad,BTech,Tier 3,Manufacturing,MNC,Male,16.5,39.0,1.73,5,1716250.0,262356.0,1978606.0
DevOps Engineer,Delhi NCR,BTech,Tier 3,Manufacturing,Mid-size,Female,6.3,31.0,2.75,4,1848525.0,228103.0,2076628.0
AI Engineer,Mumbai,MBA,Tier 2,Manufacturing,MNC,Female,0.0,23.0,2.38,4,2339282.0,321008.0,2660290.0
Data Analyst,Bangalore,BTech,Tier 3,EdTech,MNC,Female,4.3,27.0,1.92,5,1753949.0,120446.0,1874395.0
Chartered Accountant,Chennai,BTech,Tier 1,Manufacturing,Startup,Male,7.5,30.0,3.34,3,1810175.0,99099.0,1909274.0
Chartered Accountant,Jaipur,,Tier 1,FinTech,Startup,Male,7.9,32.0,3.8,4,3052016.0,722242.0,3774258.0
Frontend Developer,Ahmedabad,,Tier 2,Manufacturing,MNC,Male,8.7,34.0,2.21,3,2073744.0,289197.0,2362941.0
Product Manager,Pune,BTech,Tier 3,E-Commerce,MNC,Male,5.2,27.0,1.94,4,2903566.0,305697.0,3209263.0
Business Analyst,Chennai,BTech,Tier 2,Consulting,Mid-size,Male,8.9,32.0,4.39,4,1835119.0,112226.0,1947344.0
Frontend Developer,Pune,MTech,Tier 3,FinTech,Startup,Male,4.5,30.0,4.07,4,2254160.0,256836.0,6635801.503936141
Data Scientist,Hyderabad,,Tier 2,Product Based,Startup,Male,2.2,24.0,2.6,4,3143500.0,483419.0,3626919.0
Business Analyst,Delhi NCR,BTech,Tier 3,Consulting,Startup,Male,4.8,27.0,3.12,2,1755428.0,104185.0,1859614.0
Backend Developer,Chennai,MTech,Tier 2,IT Services,MNC,Female,0.0,25.0,4.41,5,1767701.0,423517.0,2191218.0
Chartered Accountant,Remote,BTech,Tier 3,Manufacturing,Startup,Male,4.2,30.0,4.66,2,1645019.0,320025.0,1965043.0
Financial Analyst,Chennai,BTech,Tier 3,Product Based,Mid-size,Female,2.9,26.0,,5,1989730.0,238497.0,2228226.0
AI Engineer,Bangalore,PhD,Tier 3,Manufacturing,Mid-size,Male,0.0,24.0,3.17,4,2305521.0,133401.0,2438922.0
DevOps Engineer,Mumbai,BTech,Tier 3,FinTech,MNC,Male,4.1,29.0,,6,3062824.0,184999.0,3247823.0
Marketing Manager,Chennai,BTech,Tier 3,Consulting,Mid-size,Female,4.0,28.0,2.69,6,1786268.0,145018.0,1931286.0
Data Analyst,Hyderabad,MBA,Tier 3,FinTech,Startup,Male,5.9,28.0,2.67,8,2306020.0,427188.0,2733208.0
HR Manager,Mumbai,MBA,Tier 3,Manufacturing,Startup,Male,2.1,22.0,2.88,2,1608895.0,324019.0,1932914.0
Chartered Accountant,Delhi NCR,BTech,Tier 1,Consulting,Startup,Male,5.7,32.0,4.97,4,3010350.0,599222.0,3609571.0
Frontend Developer,Mumbai,MTech,Tier 2,IT Services,Mid-size,Male,6.7,26.0,3.15,8,2350823.0,356224.0,2707047.0
Software Engineer,Bangalore,PhD,Tier 3,FinTech,Mid-size,Male,8.4,32.0,3.72,1,3276564.0,279065.0,3555629.0
Data Scientist,Mumbai,,Tier 2,Product Based,MNC,Male,3.9,24.0,3.4,4,3808176.0,242727.0,4050903.0
DevOps Engineer,Bangalore,BTech,Tier 1,FinTech,Startup,Female,6.8,25.0,3.89,7,3786302.0,750189.0,4536491.0
DevOps Engineer,Remote,PhD,Tier 1,IT Services,Mid-size,Male,7.8,28.0,3.7,4,3236966.0,788972.0,4025937.0
Backend Developer,Kolkata,MTech,Tier 3,FinTech,MNC,Male,6.7,33.0,3.84,1,2392512.0,306143.0,2698655.0
HR Manager,Delhi NCR,MTech,Tier 2,Product Based,Mid-size,Male,5.4,27.0,2.98,4,2520933.0,427840.0,2948773.0
Business Analyst,Delhi NCR,BTech,Tier 2,Consulting,MNC,Male,6.9,27.0,2.81,1,2040863.0,162160.0,2203023.0
Product Manager,Ahmedabad,MBA,Tier 3,Manufacturing,Mid-size,Male,10.3,33.0,4.54,4,2290966.0,352200.0,2643167.0
Data Analyst,Chennai,MTech,Tier 3,Consulting,MNC,Male,7.5,27.0,3.76,2,2041994.0,293864.0,2335858.0
Frontend Developer,Kolkata,MTech,Tier 3,IT Services,MNC,Female,10.6,33.0,3.27,6,2037992.0,373817.0,2411808.0
Product Manager,Pune,BTech,Tier 2,Manufacturing,Startup,Male,0.6,21.0,2.81,6,1957700.0,389577.0,2347276.0
Business Analyst,Hyderabad,MBA,Tier 3,Consulting,MNC,Male,6.2,32.0,3.3,6,2456110.0,230437.0,7099729.598531868
Software Engineer,Ahmedabad,BTech,Tier 2,IT Services,Mid-size,Male,1.5,26.0,,6,1495543.0,301131.0,1796674.0
Chartered Accountant,Ahmedabad,BTech,Tier 2,E-Commerce,Startup,Male,1.0,23.0,3.32,5,1409576.0,109019.0,1518595.0
HR Manager,Kolkata,,Tier 1,E-Commerce,Startup,Male,9.5,32.0,3.09,9,2362722.0,351149.0,2713871.0
Marketing Manager,Mumbai,BTech,Tier 2,Consulting,MNC,Male,4.1,26.0,2.05,7,2516325.0,243783.0,2760108.0
Frontend Developer,Chennai,BTech,Tier 2,FinTech,MNC,Male,0.8,26.0,2.69,6,2256591.0,328603.0,2585194.0
HR Manager,Chennai,MTech,Tier 2,Product Based,MNC,Female,7.9,33.0,3.81,4,2919896.0,298044.0,3217940.0
Chartered Accountant,Hyderabad,MBA,Tier 3,EdTech,Mid-size,Male,5.2,27.0,3.69,1,2023956.0,411323.0,2435279.0
Frontend Developer,Delhi NCR,BTech,Tier 1,Product Based,MNC,Female,0.0,25.0,3.89,6,2424413.0,586139.0,3010552.0
Data Analyst,Mumbai,PhD,Tier 2,E-Commerce,Mid-size,Male,0.0,17.0,2.62,4,1700228.0,175011.0,1875239.0
Software Engineer,Kolkata,BTech,Tier 2,FinTech,MNC,Female,5.3,26.0,3.36,1,2267501.0,467846.0,2735346.0
Software Engineer,Hyderabad,MTech,Tier 2,EdTech,Startup,Male,9.7,31.0,3.47,4,2115292.0,141252.0,2256544.0
DevOps Engineer,Ahmedabad,BTech,Tier 3,Consulting,MNC,Male,0.0,20.0,1.27,6,1713471.0,159248.0,1872719.0
Financial Analyst,Mumbai,BTech,Tier 2,E-Commerce,Mid-size,Male,1.8,24.0,3.89,7,2098405.0,508720.0,2607124.0
Product Manager,Bangalore,BTech,Tier 2,IT Services,Mid-size,Male,3.5,27.0,2.01,3,2618195.0,456075.0,3074270.0
Frontend Developer,Ahmedabad,MTech,Tier 2,Product Based,Startup,Male,7.6,32.0,1.44,3,1761149.0,199686.0,1960835.0
Data Scientist,Pune,BTech,Tier 2,EdTech,Mid-size,Male,0.4,22.0,4.24,3,1389071.0,199901.0,1588972.0
Software Engineer,Chennai,BTech,Tier 3,Product Based,MNC,Male,7.1,31.0,3.64,3,2726679.0,379920.0,3106598.0
Data Analyst,Pune,BTech,Tier 3,Product Based,Mid-size,Male,4.1,27.0,4.05,6,2032423.0,361073.0,2393496.0
Data Analyst,Jaipur,MTech,Tier 2,E-Commerce,Startup,Male,9.1,30.0,3.24,2,1818051.0,257754.0,2075804.0
Chartered Accountant,Mumbai,BTech,Tier 2,Product Based,Mid-size,Male,0.0,26.0,1.87,3,1756507.0,424555.0,2181062.0
Backend Developer,Bangalore,BTech,Tier 2,Product Based,Startup,Male,4.4,26.0,3.86,4,2614665.0,255852.0,2870517.0
Financial Analyst,Ahmedabad,BTech,Tier 1,E-Commerce,Startup,Male,0.8,24.0,4.14,8,1502594.0,324270.0,1826864.0
Product Manager,Pune,MBA,Tier 2,Product Based,Mid-size,Female,6.6,33.0,3.19,5,3969507.0,719959.0,4689465.0
Chartered Accountant,Mumbai,BTech,Tier 2,EdTech,Startup,Female,9.2,37.0,3.67,2,2370371.0,430018.0,2800389.0
AI Engineer,Delhi NCR,BTech,Tier 3,Consulting,Mid-size,Male,7.0,32.0,2.06,5,2460753.0,588001.0,3048753.0
Financial Analyst,Delhi NCR,MTech,Tier 2,E-Commerce,Mid-size,Male,0.0,25.0,3.41,5,1684195.0,93443.0,1777637.0
DevOps Engineer,Bangalore,MTech,Tier 1,FinTech,Mid-size,Female,4.6,30.0,3.7,3,3784885.0,415273.0,4200158.0
Business Analyst,Kolkata,MTech,Tier 2,IT Services,Mid-size,Female,9.2,33.0,2.29,3,1641004.0,303467.0,1944471.0
Financial Analyst,Bangalore,MTech,Tier 3,Product Based,Mid-size,Male,2.9,26.0,4.09,3,2511925.0,493032.0,3004957.0
HR Manager,Delhi NCR,BTech,Tier 3,Manufacturing,Mid-size,Female,7.2,31.0,3.23,5,1686766.0,104189.0,1790954.0
Data Analyst,Remote,MTech,Tier 1,EdTech,Startup,Female,0.0,26.0,2.84,6,1423895.0,341862.0,1765757.0
Frontend Developer,Hyderabad,MTech,Tier 3,E-Commerce,Startup,Female,0.0,23.0,2.79,11,1661199.0,261898.0,1923096.0
Software Engineer,Pune,MBA,Tier 3,Manufacturing,Mid-size,Male,12.6,32.0,3.14,3,1881095.0,187050.0,2068146.0
Marketing Manager,Kolkata,BTech,Tier 3,Product Based,Mid-size,Female,3.6,29.0,4.66,4,1407505.0,294269.0,1701775.0
AI Engineer,Remote,BTech,Tier 3,Product Based,MNC,Female,2.0,24.0,3.59,6,3071401.0,613943.0,3685344.0
Backend Developer,Bangalore,BTech,Tier 3,Product Based,Startup,Male,0.1,22.0,4.0,8,2232082.0,128153.0,2360235.0
Marketing Manager,Bangalore,BTech,Tier 2,FinTech,Mid-size,Female,1.4,24.0,2.8,6,2277836.0,372268.0,2650104.0
Backend Developer,Hyderabad,MBA,Tier 2,Consulting,Startup,Male,7.2,27.0,3.96,2,2613996.0,473550.0,3087546.0
Data Analyst,Hyderabad,BTech,Tier 3,EdTech,MNC,Female,7.4,31.0,3.21,5,1720936.0,131376.0,1852312.0
Financial Analyst,Kolkata,BTech,Tier 3,E-Commerce,MNC,Female,11.2,37.0,4.34,6,2307453.0,250807.0,2558260.0
Financial Analyst,Mumbai,BTech,Tier 1,Manufacturing,Mid-size,Male,0.0,24.0,2.27,7,1346981.0,196806.0,1543787.0
Data Scientist,Delhi NCR,BTech,Tier 2,IT Services,MNC,Male,12.8,37.0,4.39,6,3202608.0,359578.0,3562186.0
